performance_country,composer,composer_nationality,gender,work,performances
United States,Alfano,Italy,m,Cyrano de Bergerac,4
United States,Alfano,Italy,m,Sakuntala,1
Sweden,Alfven,Sweden,m,Alfven,9
Azerbaijan,Ali-Zadeh,Azerbaijan,f,Expectation,1
Azerbaijan,Ali-Zadeh,Azerbaijan,f,Expectation,1
Azerbaijan,Ali-Zadeh,Azerbaijan,f,Expectation,1
France,Almeida,Portugal,m,L'Ippolito,1
Colombia,Alonso,Spain,m,Las Leandras,3
Spain,Alonso,Spain,m,¡24 horas mintiendo!,14
Spain,Alonso,Spain,m,La Parranda,1
Spain,Alonso,Spain,m,La Parranda,1
Spain,Alonso,Spain,m,Luna de miel en El Cairo,12
Austria,Altan,Turkey,f,La boheme,10
Germany,Altan,Turkey,f,Die gute Stadt,4
Italy,Altieri,Italy,m,L'amante burlato,1
Azerbaijan,Amirov,Azerbaijan,m,Sevil,4
Azerbaijan,Amirov,Azerbaijan,m,Sevil,3
Azerbaijan,Amirov,Azerbaijan,m,Sevil,1
Azerbaijan,Amirov,Azerbaijan,m,Sevil,3
Germany,Anderson,United Kingdom,m,Thebans,6
United Kingdom,Anderson,United Kingdom,m,Thebans,7
Sweden,"Andersson,BT",Sweden,m,The Importance of Being Earnest,12
Germany,"Andre,M",France,m,Wunderzaichen,5
Germany,"Andre,M",France,m,Wunderzaichen,5
Argentina,Andriessen,Netherlands,m,De Materie,3
Argentina,Andriessen,Netherlands,m,De Materie,2
Germany,Andriessen,Netherlands,m,De Materie,6
Germany,Andriessen,Netherlands,m,Writing to Vermeer,6
Netherlands,Andriessen,Netherlands,m,Theatre of the World,6
United Kingdom,Andriessen,Netherlands,m,La Commedia,1
Austria,Androsch,Austria,m,Opernmaschine,4
Germany,Androsch,Austria,m,Freunde!,5
Germany,Angermann,Germany,m,Das Marchen vom Marchen im Marchen,12
Germany,Antheil,United States,m,The Brothers,4
Germany,Antheil,United States,m,Venus in Africa,4
Brazil,Antunes,Brazil,m,A Cartomante,3
Brazil,Antunes,Brazil,m,O Espelho,3
Brazil,Antunes,Brazil,m,Olga,3
Germany,Aperghis,Greece,m,Le petit chaperon rouge,19
Germany,Aperghis,Greece,m,Recitations,6
France,Aprikian,Armenia,m,La Naissance de David de Sassoun,1
Germany,Argento,United States,m,The Voyage of Edgar Allan Poe,8
South Africa,Argento,United States,m,Postcard from Morocco,5
United States,Argento,United States,m,Postcard from Morocco,4
United States,Argento,United States,m,The Aspern Papers,5
United States,Argento,United States,m,The Dream of Valentino,4
Ukraine,Arkas,Ukraine,m,Katerina,3
Ukraine,Arkas,Ukraine,m,Katerina,2
Ukraine,Arkas,Ukraine,m,Katerina,1
United Kingdom,Armstrong,United Kingdom,m,The Lady from the Sea,1
United Kingdom,Arne,United Kingdom,m,The Cooper,2
United Kingdom,Arne,United Kingdom,m,The Judgment of Paris,2
United Kingdom,Arne,United Kingdom,m,The Judgment of Paris,1
Germany,Arnecke,Germany,m,Ronja Raubertochter,7
Germany,Arnecke,Germany,m,Ronja Raubertochter,6
Germany,Arnecke,Germany,m,Ronja Raubertochter,14
Germany,Arnecke,Germany,m,Ronja Raubertochter,2
Germany,Arnecke,Germany,m,Ronja Raubertochter,7
Switzerland,Arnecke,Germany,m,Ronja Raubertochter,12
United Kingdom,Arnold,United Kingdom,m,The Dancing Master,4
Austria,Arriaga,Spain,m,Die arabische Prinzessin,14
Austria,Arriaga,Spain,m,Die arabische Prinzessin,9
Germany,Arriaga,Spain,m,Die arabische Prinzessin,11
Germany,Arriaga,Spain,m,Die arabische Prinzessin,4
Germany,Arriaga,Spain,m,Die arabische Prinzessin,16
Spain,Arriaga,Spain,m,Die arabische Prinzessin,4
Spain,Arriaga,Spain,m,Die arabische Prinzessin,4
Germany,Arrieta,Spain,m,La conquista di Granata,6
Peru,Arrieta,Spain,m,Marina,3
Spain,Arrieta,Spain,m,El domino azul,3
Spain,Arrieta,Spain,m,Marina,26
Spain,Arrieta,Spain,m,Marina,3
Spain,Arrieta,Spain,m,Marina,2
Spain,Arrieta,Spain,m,Marina,1
Spain,Arrieta,Spain,m,Marina,8
United States,Arrieta,Spain,m,Marina,2
Armenia,Arutiunian,Armenia,m,Sayat-Nova,1
Armenia,Arutiunian,Armenia,m,Sayat-Nova,1
Russia,Asaf'yev,Russia,m,Cinderella,2
Russia,Asaf'yev,Russia,m,Cinderella,6
Russia,Asaf'yev,Russia,m,Cinderella,4
Russia,Asaf'yev,Russia,m,Cinderella,4
Russia,Asaf'yev,Russia,m,Cinderella,2
Argentina,Ashley,United States,m,Perfect Lives,3
Norway,Ashley,United States,m,Perfect Lives,1
Germany,Aslund,Sweden,m,Der Steppenwolf,3
Bulgaria,Atanasov,Bulgaria,m,Borislav,2
Bulgaria,Atanasov,Bulgaria,m,Borislav,4
Bulgaria,Atanasov,Bulgaria,m,Borislav,1
Bulgaria,Atanasov,Bulgaria,m,Gergana,1
Germany,Atterberg,Sweden,m,Aladdin,7
Belgium,Auber,France,m,Le domino noir,5
Belgium,Auber,France,m,Manon Lescaut,5
France,Auber,France,m,Fra Diavolo,2
France,Auber,France,m,La Sirene,1
France,Auber,France,m,La Sirene,1
France,Auber,France,m,La Sirene,1
France,Auber,France,m,Le domino noir,6
Germany,Auber,France,m,Fra Diavolo,10
Germany,Auber,France,m,Fra Diavolo,1
Germany,Auber,France,m,Fra Diavolo,1
Italy,Auber,France,m,Fra Diavolo,2
Italy,Auber,France,m,Fra Diavolo,6
Italy,Auber,France,m,Fra Diavolo,6
Italy,Auber,France,m,La muette de Portici,4
United States,Aucoin,United States,m,Crossing,1
France,Audran,France,m,La Mascotte,1
Germany,Auer,Germany,m,Der Brandner Kasper,6
Germany,Auer,Germany,m,Der Brandner Kasper,3
Austria,Auerbach,Russia,f,The Blind,5
Norway,Auerbach,Russia,f,The Blind,2
United States,Auerbach,Russia,f,The Blind,6
Germany,Augst,Germany,m,Stadt der 1000 Feuer,3
France,Auzet,France,m,HIP 127,2
France,Auzet,France,m,Steve V,2
France,Auzet,France,m,Steve V,4
Macedonia,Avramovski,Macedonia,m,Lydia of Macedonia,1
Germany,Ayres,United Kingdom,m,Peter Pan,12
Germany,Ayres,United Kingdom,m,Peter Pan,10
Germany,Ayres,United Kingdom,m,Peter Pan,11
United Kingdom,Ayres,United Kingdom,m,Peter Pan,1
United Kingdom,Ayres,United Kingdom,m,Peter Pan,3
United Kingdom,Ayres,United Kingdom,m,Peter Pan,2
Denmark,Azarova,Ukraine,f,Momo og tidstyvene,8
Denmark,"Bach,E",Denmark,m,Rosa og Evigheden,4
Denmark,"Bach,E",Denmark,m,Rosa og Evigheden,3
Germany,"Bach,JC",Germany,m,Temistocle,13
Malta,"Bach,JC",Germany,m,Zanaida,1
Slovenia,"Bach,JC",Germany,m,Amadis de Gaule,7
United Kingdom,"Bach,JC",Germany,m,Adriano in Siria,3
United Kingdom,"Bach,JC",Germany,m,Amadis de Gaule,4
Sweden,Backman,Sweden,f,Svavande damen,5
Germany,Balanescu,Romania,m,Treibgut,1
Hungary,Balassa,Hungary,m,Cataclysm,1
Brazil,Balducci,Italy,m,Il noce di Benevento,3
Germany,Balducci,Italy,m,Il conte di Marsico,3
Ireland,Balfe,Ireland,m,The Sleeping Queen,3
Austria,Banchieri,Italy,m,La barca di Venezia per Padova,1
Russia,Banevich,Russia,m,The Steadfast Tin Soldier,3
Russia,Banevich,Russia,m,The Steadfast Tin Soldier,9
Russia,Banevich,Russia,m,The Steadfast Tin Soldier,3
Russia,Banevich,Russia,m,The Story of Kai and Gerda,8
Russia,Banevich,Russia,m,The Story of Kai and Gerda,7
Russia,Banevich,Russia,m,The Story of Kai and Gerda,25
Russia,Banevich,Russia,m,The Story of Kai and Gerda,5
Russia,Banevich,Russia,m,The Story of Kai and Gerda,15
Russia,Banevich,Russia,m,The Story of Kai and Gerda,6
Russia,Banevich,Russia,m,The Story of Kai and Gerda,10
Russia,Banevich,Russia,m,The Story of Kai and Gerda,1
Russia,Banevich,Russia,m,The Story of Kai and Gerda,20
Russia,Banevich,Russia,m,The Story of Kai and Gerda,6
Russia,Banevich,Russia,m,The Twelve Months,8
Russia,Banevich,Russia,m,The Twelve Months,3
China,Bao,China,m,Gengis Khan,6
Germany,Barab,United States,m,Little Red Riding Hood,3
Greece,Barab,United States,m,Little Red Riding Hood,60
Spain,Barab,United States,m,Toyshop,3
United States,Barab,United States,m,La pizza con funghi,2
United States,Barab,United States,m,Little Red Riding Hood,1
Croatia,Barber,United States,m,A Hand of Bridge,5
Croatia,Barber,United States,m,A Hand of Bridge,2
France,Barber,United States,m,Vanessa,3
Germany,Barber,United States,m,Vanessa,7
Germany,Barber,United States,m,Vanessa,11
Germany,Barber,United States,m,Vanessa,5
Germany,Barber,United States,m,Vanessa,5
Hungary,Barber,United States,m,A Hand of Bridge,1
Ireland,Barber,United States,m,A Hand of Bridge,3
Ireland,Barber,United States,m,Vanessa,4
Italy,Barber,United States,m,A Hand of Bridge,2
United Kingdom,Barber,United States,m,Vanessa,10
United States,Barber,United States,m,A Hand of Bridge,3
United States,Barber,United States,m,Vanessa,4
United States,Barber,United States,m,Vanessa,5
United States,Barber,United States,m,Vanessa,2
Portugal,Barbieri,Spain,m,Los Diamantes de la Corona,5
Spain,Barbieri,Spain,m,El Barberillo de Lavapies,4
Spain,Barbieri,Spain,m,El Diablo en el poder,3
Spain,Barbieri,Spain,m,Galanteos en Venecia,13
Spain,Barbieri,Spain,m,Los Diamantes de la Corona,15
Romania,Barbu,Romania,m,Ana Lugojana,1
Romania,Barbu,Romania,m,Ana Lugojana,1
Brazil,Barnabe,Brazil,m,O homem dos crocodilos,6
France,Barry,Ireland,m,The Importance of Being Earnest,5
Germany,Barry,Ireland,m,The Triumph of Beauty and Deceit,4
Ireland,Barry,Ireland,m,The Importance of Being Earnest,1
Ireland,Barry,Ireland,m,The Importance of Being Earnest,2
United Kingdom,Barry,Ireland,m,The Importance of Being Earnest,2
United Kingdom,Barry,Ireland,m,The Importance of Being Earnest,1
United Kingdom,Barry,Ireland,m,The Importance of Being Earnest,1
United Kingdom,Barry,Ireland,m,The Importance of Being Earnest,5
United States,Barry,Ireland,m,Alice's Adventures Under Ground,1
United States,Bates,United States,m,The (R)evolution of Steve Jobs,6
Russia,Batin,Russia,m,A Christmas Carol,1
Russia,Batin,Russia,m,A Christmas Carol,4
Russia,Batin,Russia,m,The Malachite Casket,8
Russia,Batin,Russia,m,The Malachite Casket,4
Russia,Batin,Russia,m,The Malachite Casket,1
Croatia,Battistelli,Italy,m,The Embalmer,1
France,Battistelli,Italy,m,Il medico dei pazzi,5
Germany,Battistelli,Italy,m,Lot,8
Germany,Battistelli,Italy,m,Prova d'Orchestra,6
Italy,Battistelli,Italy,m,CO2,6
Italy,Battistelli,Italy,m,Divorzio all'italiana,6
Italy,Battistelli,Italy,m,Il medico dei pazzi,5
Italy,Battistelli,Italy,m,Richard III,5
United Kingdom,Battistelli,Italy,m,Wake,5
Bulgaria,Baumgartner,Austria,m,Der Marilyn Monroe Prozess,7
Bulgaria,Baumgartner,Austria,m,Der Marilyn Monroe Prozess,1
Hungary,Baumgartner,Austria,m,Maria Theresia,1
Slovakia,Baumgartner,Austria,m,Maria Theresia,7
United States,Beach,United States,f,Cabildo,3
United States,Beck,United States,m,The Long Walk,4
United States,Beck,United States,m,The Long Walk,2
United States,Beck,United States,m,The Long Walk,4
Germany,Bedford,United Kingdom,m,Seven Angels,6
Turkey,Bedford,United Kingdom,m,Seven Angels,1
United Kingdom,Bedford,United Kingdom,m,Through His Teeth,4
United States,Beecher,United States,m,I Have No Stories to Tell You,2
United States,Beecher,United States,m,I Have No Stories to Tell You,5
United States,Beeson,United States,m,Lizzie Borden,4
United States,Beeson,United States,m,Lizzie Borden,1
Argentina,Beethoven,Germany,m,Fidelio,5
Australia,Beethoven,Germany,m,Fidelio,4
Australia,Beethoven,Germany,m,Fidelio,4
Australia,Beethoven,Germany,m,Fidelio,1
Austria,Beethoven,Germany,m,Fidelio,6
Austria,Beethoven,Germany,m,Fidelio,6
Austria,Beethoven,Germany,m,Fidelio,4
Austria,Beethoven,Germany,m,Fidelio,6
Austria,Beethoven,Germany,m,Fidelio,2
Austria,Beethoven,Germany,m,Fidelio,8
Austria,Beethoven,Germany,m,Fidelio,6
Austria,Beethoven,Germany,m,Fidelio,5
Austria,Beethoven,Germany,m,Fidelio,3
Austria,Beethoven,Germany,m,Fidelio,13
Austria,Beethoven,Germany,m,Fidelio,6
Austria,Beethoven,Germany,m,Fidelio,1
Austria,Beethoven,Germany,m,Fidelio,4
Austria,Beethoven,Germany,m,Fidelio,4
Austria,Beethoven,Germany,m,Fidelio,2
Austria,Beethoven,Germany,m,Fidelio,1
Austria,Beethoven,Germany,m,Fidelio,3
Austria,Beethoven,Germany,m,Fidelio,1
Belgium,Beethoven,Germany,m,Fidelio,2
Belgium,Beethoven,Germany,m,Fidelio,6
Belgium,Beethoven,Germany,m,Fidelio,1
Brazil,Beethoven,Germany,m,Fidelio,4
Brazil,Beethoven,Germany,m,Fidelio,2
Bulgaria,Beethoven,Germany,m,Fidelio,3
Bulgaria,Beethoven,Germany,m,Fidelio,1
Canada,Beethoven,Germany,m,Fidelio,3
Colombia,Beethoven,Germany,m,Fidelio,4
France,Beethoven,Germany,m,Fidelio,5
France,Beethoven,Germany,m,Fidelio,1
France,Beethoven,Germany,m,Fidelio,3
France,Beethoven,Germany,m,Fidelio,1
France,Beethoven,Germany,m,Fidelio,4
France,Beethoven,Germany,m,Fidelio,4
France,Beethoven,Germany,m,Fidelio,2
France,Beethoven,Germany,m,Fidelio,5
France,Beethoven,Germany,m,Fidelio,1
Germany,Beethoven,Germany,m,Fidelio,1
Germany,Beethoven,Germany,m,Fidelio,5
Germany,Beethoven,Germany,m,Fidelio,11
Germany,Beethoven,Germany,m,Fidelio,15
Germany,Beethoven,Germany,m,Fidelio,6
Germany,Beethoven,Germany,m,Fidelio,6
Germany,Beethoven,Germany,m,Fidelio,1
Germany,Beethoven,Germany,m,Fidelio,17
Germany,Beethoven,Germany,m,Fidelio,1
Germany,Beethoven,Germany,m,Fidelio,3
Germany,Beethoven,Germany,m,Fidelio,5
Germany,Beethoven,Germany,m,Fidelio,7
Germany,Beethoven,Germany,m,Fidelio,7
Germany,Beethoven,Germany,m,Fidelio,15
Germany,Beethoven,Germany,m,Fidelio,3
Germany,Beethoven,Germany,m,Fidelio,3
Germany,Beethoven,Germany,m,Fidelio,1
Germany,Beethoven,Germany,m,Fidelio,1
Germany,Beethoven,Germany,m,Fidelio,10
Germany,Beethoven,Germany,m,Fidelio,3
Germany,Beethoven,Germany,m,Fidelio,2
Germany,Beethoven,Germany,m,Fidelio,5
Germany,Beethoven,Germany,m,Fidelio,1
Germany,Beethoven,Germany,m,Fidelio,1
Germany,Beethoven,Germany,m,Fidelio,14
Germany,Beethoven,Germany,m,Fidelio,3
Germany,Beethoven,Germany,m,Fidelio,3
Germany,Beethoven,Germany,m,Fidelio,2
Germany,Beethoven,Germany,m,Fidelio,13
Germany,Beethoven,Germany,m,Fidelio,12
Germany,Beethoven,Germany,m,Fidelio,13
Germany,Beethoven,Germany,m,Fidelio,5
Germany,Beethoven,Germany,m,Fidelio,7
Germany,Beethoven,Germany,m,Fidelio,7
Germany,Beethoven,Germany,m,Fidelio,7
Germany,Beethoven,Germany,m,Fidelio,14
Germany,Beethoven,Germany,m,Fidelio,1
Germany,Beethoven,Germany,m,Fidelio,9
Germany,Beethoven,Germany,m,Fidelio,3
Germany,Beethoven,Germany,m,Fidelio,7
Germany,Beethoven,Germany,m,Fidelio,8
Germany,Beethoven,Germany,m,Fidelio,1
Germany,Beethoven,Germany,m,Fidelio,8
Germany,Beethoven,Germany,m,Fidelio,4
Germany,Beethoven,Germany,m,Fidelio,7
Germany,Beethoven,Germany,m,Fidelio,10
Germany,Beethoven,Germany,m,Fidelio,13
Germany,Beethoven,Germany,m,Fidelio,7
Germany,Beethoven,Germany,m,Fidelio,8
Germany,Beethoven,Germany,m,Fidelio,5
Italy,Beethoven,Germany,m,Fidelio,6
Italy,Beethoven,Germany,m,Fidelio,4
Italy,Beethoven,Germany,m,Fidelio,5
Italy,Beethoven,Germany,m,Fidelio,3
Italy,Beethoven,Germany,m,Fidelio,7
Italy,Beethoven,Germany,m,Fidelio,2
Japan,Beethoven,Germany,m,Fidelio,1
Japan,Beethoven,Germany,m,Fidelio,1
Japan,Beethoven,Germany,m,Fidelio,1
Japan,Beethoven,Germany,m,Fidelio,5
Lithuania,Beethoven,Germany,m,Fidelio,3
Lithuania,Beethoven,Germany,m,Fidelio,3
Lithuania,Beethoven,Germany,m,Fidelio,4
Mexico,Beethoven,Germany,m,Fidelio,2
Netherlands,Beethoven,Germany,m,Fidelio,1
Netherlands,Beethoven,Germany,m,Fidelio,1
Norway,Beethoven,Germany,m,Fidelio,4
Norway,Beethoven,Germany,m,Fidelio,2
Poland,Beethoven,Germany,m,Fidelio,2
Poland,Beethoven,Germany,m,Fidelio,6
Romania,Beethoven,Germany,m,Fidelio,1
Romania,Beethoven,Germany,m,Fidelio,1
Russia,Beethoven,Germany,m,Fidelio,12
Russia,Beethoven,Germany,m,Fidelio,9
Russia,Beethoven,Germany,m,Fidelio,6
Russia,Beethoven,Germany,m,Fidelio,1
Slovakia,Beethoven,Germany,m,Fidelio,5
Slovakia,Beethoven,Germany,m,Fidelio,6
Slovenia,Beethoven,Germany,m,Fidelio,7
Spain,Beethoven,Germany,m,Fidelio,8
Spain,Beethoven,Germany,m,Fidelio,3
Sweden,Beethoven,Germany,m,Fidelio,12
Switzerland,Beethoven,Germany,m,Fidelio,14
Switzerland,Beethoven,Germany,m,Fidelio,1
Switzerland,Beethoven,Germany,m,Fidelio,10
Switzerland,Beethoven,Germany,m,Fidelio,7
Switzerland,Beethoven,Germany,m,Fidelio,5
Switzerland,Beethoven,Germany,m,Fidelio,12
Switzerland,Beethoven,Germany,m,Fidelio,5
United Kingdom,Beethoven,Germany,m,Fidelio,2
United Kingdom,Beethoven,Germany,m,Fidelio,2
United Kingdom,Beethoven,Germany,m,Fidelio,10
United Kingdom,Beethoven,Germany,m,Fidelio,7
United Kingdom,Beethoven,Germany,m,Fidelio,5
United Kingdom,Beethoven,Germany,m,Fidelio,1
United Kingdom,Beethoven,Germany,m,Fidelio,5
United States,Beethoven,Germany,m,Fidelio,5
United States,Beethoven,Germany,m,Fidelio,6
United States,Beethoven,Germany,m,Fidelio,11
United States,Beethoven,Germany,m,Fidelio,7
United States,Beethoven,Germany,m,Fidelio,2
United States,Beethoven,Germany,m,Fidelio,2
United States,Beethoven,Germany,m,Fidelio,2
United States,Beethoven,Germany,m,Fidelio,1
United States,Beethoven,Germany,m,Fidelio,3
United States,Beethoven,Germany,m,Fidelio,2
United States,Beethoven,Germany,m,Fidelio,7
United States,Beethoven,Germany,m,Fidelio,7
United States,Beethoven,Germany,m,Fidelio,1
United States,Beethoven,Germany,m,Fidelio,4
Germany,Beimel,Germany,m,Vom guten ton - die welt ist voll geplapper,6
Austria,Bell,United Kingdom,m,A Harlot's Progress,6
Italy,Bell,United Kingdom,m,A Christmas Carol,2
United Kingdom,Bell,United Kingdom,m,A Christmas Carol,2
United Kingdom,Bell,United Kingdom,m,In Parenthesis,1
United Kingdom,Bell,United Kingdom,m,In Parenthesis,3
United Kingdom,Bell,United Kingdom,m,In Parenthesis,2
United States,Bell,United Kingdom,m,A Christmas Carol,10
Albania,Bellini,Italy,m,I Capuleti e i Montecchi,4
Argentina,Bellini,Italy,m,I Capuleti e i Montecchi,4
Argentina,Bellini,Italy,m,I Capuleti e i Montecchi,4
Armenia,Bellini,Italy,m,Norma,1
Armenia,Bellini,Italy,m,Norma,6
Australia,Bellini,Italy,m,I puritani,1
Australia,Bellini,Italy,m,La sonnambula,1
Australia,Bellini,Italy,m,Norma,1
Austria,Bellini,Italy,m,I Capuleti e i Montecchi,10
Austria,Bellini,Italy,m,I puritani,4
Austria,Bellini,Italy,m,I puritani,3
Austria,Bellini,Italy,m,La sonnambula,4
Austria,Bellini,Italy,m,La sonnambula,8
Austria,Bellini,Italy,m,La sonnambula,3
Austria,Bellini,Italy,m,La straniera,7
Austria,Bellini,Italy,m,Norma,2
Austria,Bellini,Italy,m,Norma,5
Austria,Bellini,Italy,m,Norma,4
Austria,Bellini,Italy,m,Norma,4
Austria,Bellini,Italy,m,Norma,11
Belgium,Bellini,Italy,m,Norma,1
Belgium,Bellini,Italy,m,Norma,6
Brazil,Bellini,Italy,m,Il pirata,1
Brazil,Bellini,Italy,m,Norma,5
Brazil,Bellini,Italy,m,Norma,3
Bulgaria,Bellini,Italy,m,Norma,2
Bulgaria,Bellini,Italy,m,Norma,1
Bulgaria,Bellini,Italy,m,Norma,1
Bulgaria,Bellini,Italy,m,Norma,3
Bulgaria,Bellini,Italy,m,Norma,10
Bulgaria,Bellini,Italy,m,Norma,1
Bulgaria,Bellini,Italy,m,Norma,1
Bulgaria,Bellini,Italy,m,Norma,3
Bulgaria,Bellini,Italy,m,Norma,4
Bulgaria,Bellini,Italy,m,Norma,2
Bulgaria,Bellini,Italy,m,Norma,1
Bulgaria,Bellini,Italy,m,Norma,3
Bulgaria,Bellini,Italy,m,Norma,1
Bulgaria,Bellini,Italy,m,Norma,1
Canada,Bellini,Italy,m,I Capuleti e i Montecchi,1
Canada,Bellini,Italy,m,Norma,8
Chile,Bellini,Italy,m,I puritani,6
China,Bellini,Italy,m,La sonnambula,3
China,Bellini,Italy,m,Norma,4
China,Bellini,Italy,m,Norma,2
Croatia,Bellini,Italy,m,Norma,5
Croatia,Bellini,Italy,m,Norma,2
Croatia,Bellini,Italy,m,Norma,5
Croatia,Bellini,Italy,m,Norma,1
Croatia,Bellini,Italy,m,Norma,1
Croatia,Bellini,Italy,m,Norma,2
Croatia,Bellini,Italy,m,Norma,1
Czech Republic,Bellini,Italy,m,Norma,1
Czech Republic,Bellini,Italy,m,Norma,7
Denmark,Bellini,Italy,m,I puritani,3
Denmark,Bellini,Italy,m,La sonnambula,3
Finland,Bellini,Italy,m,I puritani,4
Finland,Bellini,Italy,m,Norma,2
France,Bellini,Italy,m,I Capuleti e i Montecchi,2
France,Bellini,Italy,m,I Capuleti e i Montecchi,9
France,Bellini,Italy,m,I Capuleti e i Montecchi,4
France,Bellini,Italy,m,I puritani,2
France,Bellini,Italy,m,I puritani,1
France,Bellini,Italy,m,I puritani,9
France,Bellini,Italy,m,I puritani,1
France,Bellini,Italy,m,Il pirata,1
France,Bellini,Italy,m,La sonnambula,1
France,Bellini,Italy,m,La straniera,4
France,Bellini,Italy,m,Norma,2
France,Bellini,Italy,m,Norma,1
France,Bellini,Italy,m,Norma,3
France,Bellini,Italy,m,Norma,6
France,Bellini,Italy,m,Norma,5
France,Bellini,Italy,m,Norma,4
France,Bellini,Italy,m,Norma,3
France,Bellini,Italy,m,Norma,4
France,Bellini,Italy,m,Norma,5
France,Bellini,Italy,m,Norma,5
Germany,Bellini,Italy,m,Beatrice di Tenda,1
Germany,Bellini,Italy,m,Beatrice di Tenda,5
Germany,Bellini,Italy,m,Bianca e Fernando,2
Germany,Bellini,Italy,m,I Capuleti e i Montecchi,3
Germany,Bellini,Italy,m,I Capuleti e i Montecchi,4
Germany,Bellini,Italy,m,I Capuleti e i Montecchi,1
Germany,Bellini,Italy,m,I Capuleti e i Montecchi,6
Germany,Bellini,Italy,m,I Capuleti e i Montecchi,8
Germany,Bellini,Italy,m,I Capuleti e i Montecchi,2
Germany,Bellini,Italy,m,I Capuleti e i Montecchi,2
Germany,Bellini,Italy,m,I Capuleti e i Montecchi,1
Germany,Bellini,Italy,m,I Capuleti e i Montecchi,6
Germany,Bellini,Italy,m,I Capuleti e i Montecchi,6
Germany,Bellini,Italy,m,I Capuleti e i Montecchi,1
Germany,Bellini,Italy,m,I Capuleti e i Montecchi,6
Germany,Bellini,Italy,m,I Capuleti e i Montecchi,39
Germany,Bellini,Italy,m,I Capuleti e i Montecchi,10
Germany,Bellini,Italy,m,I Capuleti e i Montecchi,4
Germany,Bellini,Italy,m,I Capuleti e i Montecchi,3
Germany,Bellini,Italy,m,I puritani,3
Germany,Bellini,Italy,m,I puritani,5
Germany,Bellini,Italy,m,I puritani,7
Germany,Bellini,Italy,m,I puritani,1
Germany,Bellini,Italy,m,I puritani,5
Germany,Bellini,Italy,m,I puritani,9
Germany,Bellini,Italy,m,I puritani,4
Germany,Bellini,Italy,m,Il pirata,6
Germany,Bellini,Italy,m,Il pirata,7
Germany,Bellini,Italy,m,Il pirata,1
Germany,Bellini,Italy,m,La sonnambula,6
Germany,Bellini,Italy,m,La sonnambula,6
Germany,Bellini,Italy,m,La sonnambula,6
Germany,Bellini,Italy,m,La sonnambula,10
Germany,Bellini,Italy,m,La sonnambula,2
Germany,Bellini,Italy,m,La sonnambula,10
Germany,Bellini,Italy,m,La sonnambula,8
Germany,Bellini,Italy,m,La sonnambula,4
Germany,Bellini,Italy,m,La sonnambula,5
Germany,Bellini,Italy,m,La sonnambula,8
Germany,Bellini,Italy,m,La straniera,1
Germany,Bellini,Italy,m,La straniera,10
Germany,Bellini,Italy,m,La straniera,2
Germany,Bellini,Italy,m,La straniera,6
Germany,Bellini,Italy,m,La straniera,11
Germany,Bellini,Italy,m,La straniera,1
Germany,Bellini,Italy,m,Norma,17
Germany,Bellini,Italy,m,Norma,11
Germany,Bellini,Italy,m,Norma,6
Germany,Bellini,Italy,m,Norma,7
Germany,Bellini,Italy,m,Norma,10
Germany,Bellini,Italy,m,Norma,3
Germany,Bellini,Italy,m,Norma,5
Germany,Bellini,Italy,m,Norma,4
Germany,Bellini,Italy,m,Norma,4
Germany,Bellini,Italy,m,Norma,1
Germany,Bellini,Italy,m,Norma,10
Germany,Bellini,Italy,m,Norma,2
Germany,Bellini,Italy,m,Norma,9
Germany,Bellini,Italy,m,Norma,1
Germany,Bellini,Italy,m,Norma,9
Germany,Bellini,Italy,m,Norma,15
Germany,Bellini,Italy,m,Norma,3
Germany,Bellini,Italy,m,Norma,2
Germany,Bellini,Italy,m,Norma,12
Germany,Bellini,Italy,m,Norma,8
Germany,Bellini,Italy,m,Norma,8
Germany,Bellini,Italy,m,Norma,4
Germany,Bellini,Italy,m,Norma,6
Germany,Bellini,Italy,m,Norma,4
Germany,Bellini,Italy,m,Norma,8
Germany,Bellini,Italy,m,Norma,4
Germany,Bellini,Italy,m,Norma,5
Greece,Bellini,Italy,m,I Capuleti e i Montecchi,6
Greece,Bellini,Italy,m,Norma,2
Hungary,Bellini,Italy,m,I Capuleti e i Montecchi,1
Hungary,Bellini,Italy,m,I puritani,2
Hungary,Bellini,Italy,m,I puritani,1
Hungary,Bellini,Italy,m,Norma,1
Hungary,Bellini,Italy,m,Norma,1
Hungary,Bellini,Italy,m,Norma,9
Israel,Bellini,Italy,m,Norma,13
Italy,Bellini,Italy,m,Adelson e Salvini,2
Italy,Bellini,Italy,m,I Capuleti e i Montecchi,2
Italy,Bellini,Italy,m,I Capuleti e i Montecchi,1
Italy,Bellini,Italy,m,I Capuleti e i Montecchi,2
Italy,Bellini,Italy,m,I Capuleti e i Montecchi,2
Italy,Bellini,Italy,m,I Capuleti e i Montecchi,1
Italy,Bellini,Italy,m,I Capuleti e i Montecchi,5
Italy,Bellini,Italy,m,I Capuleti e i Montecchi,7
Italy,Bellini,Italy,m,I Capuleti e i Montecchi,6
Italy,Bellini,Italy,m,I Capuleti e i Montecchi,1
Italy,Bellini,Italy,m,I Capuleti e i Montecchi,1
Italy,Bellini,Italy,m,I Capuleti e i Montecchi,4
Italy,Bellini,Italy,m,I Capuleti e i Montecchi,6
Italy,Bellini,Italy,m,I puritani,3
Italy,Bellini,Italy,m,I puritani,6
