IND_ID,IND_CODE,IND_UUID,IND_PER_CODE,DIM_TIME,DIM_TIME_TYPE,DIM_GEO_CODE_M49,DIM_GEO_CODE_TYPE,DIM_PUBLISH_STATE_CODE,IND_NAME,GEO_NAME_SHORT,RATE_PER_100000_N,RATE_PER_100000_NL,RATE_PER_100000_NU
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,124,COUNTRY,PUBLISHED,Maternal mortality ratio,Canada,11.78478665,8.154526925,17.61369698
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,132,COUNTRY,PUBLISHED,Maternal mortality ratio,Cabo Verde,40.03827212,22.31775139,65.4926106
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,140,COUNTRY,PUBLISHED,Maternal mortality ratio,Central African Republic,691.7425122,333.1607351,1298.850285
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,144,COUNTRY,PUBLISHED,Maternal mortality ratio,Sri Lanka,18.31821352,14.88240254,24.69949062
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,148,COUNTRY,PUBLISHED,Maternal mortality ratio,Chad,747.5398465,493.3139191,1248.049979
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,152,COUNTRY,PUBLISHED,Maternal mortality ratio,Chile,9.88496755,7.25075858,13.01162576
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,156,COUNTRY,PUBLISHED,Maternal mortality ratio,China,16.25106524,11.44597174,21.24397397
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,170,COUNTRY,PUBLISHED,Maternal mortality ratio,Colombia,59.38165757,45.45247373,76.30498399
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,174,COUNTRY,PUBLISHED,Maternal mortality ratio,Comoros,178.8769234,102.9709259,308.4136229
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,178,COUNTRY,PUBLISHED,Maternal mortality ratio,Congo,241.0887523,143.7731843,452.5105817
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,180,COUNTRY,PUBLISHED,Maternal mortality ratio,Democratic Republic of the Congo,427.0455049,283.2880655,774.9806881
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,184,COUNTRY,PUBLISHED,Maternal mortality ratio,Cook Islands,0.107251073,0.064313764,0.177017969
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,188,COUNTRY,PUBLISHED,Maternal mortality ratio,Costa Rica,24.11979648,19.38098054,27.93450574
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,191,COUNTRY,PUBLISHED,Maternal mortality ratio,Croatia,3.047709557,1.912080351,4.230122502
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,192,COUNTRY,PUBLISHED,Maternal mortality ratio,Cuba,34.79424424,29.02746018,42.18669786
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,196,COUNTRY,PUBLISHED,Maternal mortality ratio,Cyprus,13.62431151,7.521049193,25.18079182
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,203,COUNTRY,PUBLISHED,Maternal mortality ratio,Czechia,2.704061784,1.544542556,4.340802092
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,204,COUNTRY,PUBLISHED,Maternal mortality ratio,Benin,518.2329466,392.8674415,739.6691546
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,208,COUNTRY,PUBLISHED,Maternal mortality ratio,Denmark,3.665751498,2.673097998,4.746442268
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,212,COUNTRY,PUBLISHED,Maternal mortality ratio,Dominica,35.54812446,21.88460984,60.86117014
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,214,COUNTRY,PUBLISHED,Maternal mortality ratio,Dominican Republic,124.4732496,86.34420444,184.614292
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,218,COUNTRY,PUBLISHED,Maternal mortality ratio,Ecuador,55.37107404,48.04747936,66.35364931
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,222,COUNTRY,PUBLISHED,Maternal mortality ratio,El Salvador,39.10833998,24.80598734,62.72832647
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,226,COUNTRY,PUBLISHED,Maternal mortality ratio,Equatorial Guinea,173.6629385,103.3740664,308.5529648
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,231,COUNTRY,PUBLISHED,Maternal mortality ratio,Ethiopia,194.936852,128.3995007,332.0242493
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,232,COUNTRY,PUBLISHED,Maternal mortality ratio,Eritrea,291.3582234,175.5122416,482.6744076
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,233,COUNTRY,PUBLISHED,Maternal mortality ratio,Estonia,4.962892072,2.751439732,8.797052744
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,242,COUNTRY,PUBLISHED,Maternal mortality ratio,Fiji,30.2356932,19.93510876,47.39059942
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,246,COUNTRY,PUBLISHED,Maternal mortality ratio,Finland,7.880065561,4.873953979,13.58199986
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,250,COUNTRY,PUBLISHED,Maternal mortality ratio,France,7.304546466,5.501171687,9.544122683
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,262,COUNTRY,PUBLISHED,Maternal mortality ratio,Djibouti,161.8756763,80.19610561,336.8275593
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,266,COUNTRY,PUBLISHED,Maternal mortality ratio,Gabon,232.660417,133.8273777,423.6728686
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,268,COUNTRY,PUBLISHED,Maternal mortality ratio,Georgia,19.69184694,12.86116608,26.68214477
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,270,COUNTRY,PUBLISHED,Maternal mortality ratio,Gambia,354.3525621,244.8752981,504.3911553
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,275,NATIONAL LIBERATION MOVEMENT,PUBLISHED,Maternal mortality ratio,"occupied Palestinian territory, including east Jerusalem",16.11319048,9.251185062,26.03745807
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,276,COUNTRY,PUBLISHED,Maternal mortality ratio,Germany,3.620224929,2.508739932,5.055818471
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,288,COUNTRY,PUBLISHED,Maternal mortality ratio,Ghana,234.3232197,155.3754538,343.8852477
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,296,COUNTRY,PUBLISHED,Maternal mortality ratio,Kiribati,79.76223714,33.51719812,151.701966
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,300,COUNTRY,PUBLISHED,Maternal mortality ratio,Greece,4.788553113,3.001771316,7.798421944
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,308,COUNTRY,PUBLISHED,Maternal mortality ratio,Grenada,48.24918516,29.34490279,95.11405539
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,320,COUNTRY,PUBLISHED,Maternal mortality ratio,Guatemala,93.71638557,82.37753418,106.4221794
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,324,COUNTRY,PUBLISHED,Maternal mortality ratio,Guinea,494.1156532,336.5019355,764.4826397
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,328,COUNTRY,PUBLISHED,Maternal mortality ratio,Guyana,74.73033016,59.27447008,103.33663
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,332,COUNTRY,PUBLISHED,Maternal mortality ratio,Haiti,327.5638327,218.2365928,568.6283228
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,340,COUNTRY,PUBLISHED,Maternal mortality ratio,Honduras,46.74992481,36.93902239,61.78438217
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,348,COUNTRY,PUBLISHED,Maternal mortality ratio,Hungary,11.65266404,7.743578866,18.29548111
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,352,COUNTRY,PUBLISHED,Maternal mortality ratio,Iceland,3.022103641,1.105959136,5.787375303
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,356,COUNTRY,PUBLISHED,Maternal mortality ratio,India,80.4818209,73.04362267,87.47780145
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,360,COUNTRY,PUBLISHED,Maternal mortality ratio,Indonesia,140.4991767,93.4101402,235.1417538
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,364,COUNTRY,PUBLISHED,Maternal mortality ratio,Iran (Islamic Republic of),15.84014217,10.31657073,21.75114385
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,368,COUNTRY,PUBLISHED,Maternal mortality ratio,Iraq,65.99087847,40.81964345,115.9012701
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,372,COUNTRY,PUBLISHED,Maternal mortality ratio,Ireland,3.790126635,2.728263909,4.897232247
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,376,COUNTRY,PUBLISHED,Maternal mortality ratio,Israel,2.491426596,1.430963632,4.319056458
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,380,COUNTRY,PUBLISHED,Maternal mortality ratio,Italy,6.476819204,4.969084239,8.5724508
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,384,COUNTRY,PUBLISHED,Maternal mortality ratio,Côte d'Ivoire,358.9502776,237.0344556,568.212841
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,388,COUNTRY,PUBLISHED,Maternal mortality ratio,Jamaica,130.142758,96.06376081,175.3457522
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,392,COUNTRY,PUBLISHED,Maternal mortality ratio,Japan,3.078282902,2.195815001,4.272843728
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,398,COUNTRY,PUBLISHED,Maternal mortality ratio,Kazakhstan,9.578778874,6.860251234,13.57519419
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,400,COUNTRY,PUBLISHED,Maternal mortality ratio,Jordan,30.77895838,23.81528038,41.18769127
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,404,COUNTRY,PUBLISHED,Maternal mortality ratio,Kenya,378.795784,267.036829,546.7888213
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,408,COUNTRY,PUBLISHED,Maternal mortality ratio,Democratic People's Republic of Korea,66.90203906,38.34718808,114.4462149
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,410,COUNTRY,PUBLISHED,Maternal mortality ratio,Republic of Korea,3.789339373,3.148947561,4.688041902
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,414,COUNTRY,PUBLISHED,Maternal mortality ratio,Kuwait,7.753087672,5.171473492,12.21654427
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,417,COUNTRY,PUBLISHED,Maternal mortality ratio,Kyrgyzstan,41.89503138,33.19369271,54.51248089
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,1,GLOBAL,PUBLISHED,Maternal mortality ratio,World,197.3053735,174.4850868,233.9941872
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,4,COUNTRY,PUBLISHED,Maternal mortality ratio,Afghanistan,520.5022864,338.561205,942.0471137
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,8,COUNTRY,PUBLISHED,Maternal mortality ratio,Albania,6.86681461,3.121095912,13.48260839
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,12,COUNTRY,PUBLISHED,Maternal mortality ratio,Algeria,62.48508507,45.53176751,86.52050433
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,20,COUNTRY,PUBLISHED,Maternal mortality ratio,Andorra,10.62672111,4.276661542,21.8223764
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,24,COUNTRY,PUBLISHED,Maternal mortality ratio,Angola,183.2019263,116.7181977,286.361518
AC597B1MDG_0000000026,MDG_0000000026,AC597B1,MDG_0000000026,2023,YEAR,28,COUNTRY,PUBLISHED,Maternal mortality ratio,Antigua and Barbuda,34.56838778,18.95371171,55.33825688
